"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
44C0001159,HOLSTON VALLEY AMBULATORY SURGERY CENTER LLC,103 WEST STONE DR,KINGSPORT,TN,37660,,(423) 224-4910,99,1,0,100,93,6,1,96,92,7,1,97,90,9,1,96,,1161,335,29,01/01/2023,12/31/2023
44C0001160,PATIENT PARTNERS LLC,890 NORTH BLUE JAY WAY,GALLATIN,TN,37066,,(615) 575-9000,98,2,0,99,94,5,1,96,91,8,1,95,90,8,2,96,,837,219,26,01/01/2023,12/31/2023
44C0001161,FRANKLIN ENDOSCOPY CENTER LLC,9160 CAROTHERS PARKWAY SUITE 100,FRANKLIN,TN,37067,,(615) 550-6066,96,4,0,98,91,7,2,94,88,10,2,95,89,9,2,96,,1298,374,29,01/01/2023,12/31/2023
44C0001165,HAMILTON EYE INSTITUTE SURGERY CENTER LP,"930 MADISON AVE., SUITE 370",MEMPHIS,TN,38103,,(901) 516-1420,96,3,1,98,89,9,2,94,89,9,2,94,86,10,4,93,,845,255,30,01/01/2023,12/31/2023
44C0001166,LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,100 PHYSICIANS WAY SUITE 340,LEBANON,TN,37090,,(615) 466-9532,99,1,0,99,94,5,1,97,92,6,2,97,92,7,1,97,,1301,385,30,01/01/2023,12/31/2023
44C0001169,PROVIDENCE SURGERY CENTER,5002 CROSSINGS CIR SUITE 110,MOUNT JULIET,TN,37122,,(615) 553-9100,97,3,0,99,94,5,1,96,91,8,1,96,88,11,1,95,,1320,329,25,01/01/2023,12/31/2023
44C0001177,MID STATE ENDOSCOPY CENTER,1115 DOW ST SUITE A,MURFREESBORO,TN,37130,,(615) 848-9234,97,3,0,98,90,8,2,94,87,12,1,95,89,10,1,96,,1249,266,21,01/01/2023,12/31/2023
44C0001204,SAINT THOMAS SURGERY CENTER NEW SALEM LLC DBA NEW SALEM SURGERY CENTER,2755 NEW SALEM HIGHWAY SUITE 100,MURFREESBORO,TN,37128,,(615) 900-1366,99,1,0,99,92,7,1,96,93,6,1,97,91,8,1,96,,2281,570,25,01/01/2023,12/31/2023
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,98,2,0,99,92,7,1,96,89,9,2,95,84,12,4,92,,1074,324,30,01/01/2023,12/31/2023
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,95,4,1,97,88,9,3,92,82,12,6,92,79,17,4,91,,1400,180,13,01/01/2023,12/31/2023
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,98,88,9,3,93,87,11,2,95,86,13,1,95,,1725,364,21,01/01/2023,12/31/2023
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,96,3,1,98,93,6,1,96,87,11,2,95,85,13,2,94,,1819,427,23,01/01/2023,12/31/2023
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,98,2,0,99,92,5,3,95,88,11,1,95,87,11,2,95,,915,228,25,01/01/2023,12/31/2023
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,98,2,0,99,94,5,1,96,88,11,1,95,84,14,2,93,,1097,199,18,01/01/2023,12/31/2023
45C0001139,GCSA AMBULATORY SURGERY CENTER LLC,8214 WURZBACH RD.,SAN ANTONIO,TX,78229,,(210) 614-1234,96,4,0,98,92,7,1,95,89,9,2,95,88,11,1,95,,1737,314,18,01/01/2023,12/31/2023
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,98,2,0,99,94,4,2,96,91,8,1,95,86,12,2,95,,1227,258,21,01/01/2023,12/31/2023
45C0001161,SOUTH PLAINS ENDOSCOPY CENTER,3610 24TH ST,LUBBOCK,TX,79410,,(806) 797-1015,97,3,0,98,94,5,1,96,92,7,1,96,91,8,1,97,,1270,329,26,01/01/2023,12/31/2023
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,95,4,1,97,87,11,2,93,84,14,2,94,81,16,3,92,,937,196,21,01/01/2023,12/31/2023
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,3,0,98,93,5,2,95,88,11,1,95,83,15,2,94,,1536,329,21,01/01/2023,12/31/2023
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,97,3,0,98,90,8,2,94,88,10,2,95,84,14,2,93,,766,226,30,01/01/2023,12/31/2023
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,95,4,1,97,88,9,3,93,83,12,5,93,87,11,2,95,,1804,401,23,01/01/2023,12/31/2023
45C0001233,HILL COUNTRY MEMORIAL SURGERY CENTER,204 GATEWAY NORTH SUITE B,MARBLE FALLS,TX,78654,,(830) 798-1821,,,,,,,,,,,,,,,,,4,,,,,
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,98,2,0,99,94,6,0,97,91,8,1,96,92,7,1,97,2,1068,361,34,01/01/2023,12/31/2023
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97,3,0,98,93,6,1,96,85,13,2,94,80,18,2,92,,1632,428,26,01/01/2023,12/31/2023
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,97,2,1,98,93,6,1,96,92,6,2,96,90,8,2,96,,1360,350,26,01/01/2023,12/31/2023
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,95,4,1,97,92,7,1,95,89,8,3,95,88,10,2,95,,1082,204,19,01/01/2023,12/31/2023
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,96,3,1,98,91,7,2,94,88,9,3,94,85,12,3,94,,967,296,31,01/01/2023,12/31/2023
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,98,2,0,99,94,5,1,96,93,6,1,97,89,10,1,96,,1372,470,34,01/01/2023,12/31/2023
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,95,4,1,97,91,7,2,94,85,12,3,94,85,13,2,94,,1227,368,30,01/01/2023,12/31/2023
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99,1,0,100,92,7,1,96,95,5,0,97,92,8,0,97,,1158,289,25,01/01/2023,12/31/2023
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,92,6,2,95,96,3,1,97,92,6,2,96,,1093,307,28,01/01/2023,12/31/2023
45C0001276,FISH POND SURGERY CENTER,601 WEST HWY 6 SUITE 109,WACO,TX,76710,,(254) 751-9836,97,2,1,98,93,6,1,96,91,7,2,95,86,13,1,95,,1197,403,34,01/01/2023,12/31/2023
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,98,2,0,99,91,7,2,94,89,9,2,95,87,12,1,95,,1121,236,21,01/01/2023,12/31/2023
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96,3,1,98,91,7,2,95,88,11,1,95,86,12,2,94,,1007,212,21,01/01/2023,12/31/2023
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,97,3,0,98,94,5,1,96,88,10,2,95,88,10,2,95,,1650,311,19,01/01/2023,12/31/2023
45C0001302,AMARILLO ENDOSCOPY CENTER,6833 PLUM CREEK DR,AMARILLO,TX,79124,,(806) 467-9820,,,,,,,,,,,,,,,,,4,,,,,
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,97,3,0,98,91,7,2,94,89,10,1,95,85,14,1,94,,1793,390,22,01/01/2023,12/31/2023
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,96,4,0,98,92,6,2,95,93,6,1,96,91,9,0,97,,828,160,19,01/01/2023,12/31/2023
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,98,2,0,99,91,7,2,95,91,8,1,95,87,11,2,94,,1290,248,19,01/01/2023,12/31/2023
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,99,1,0,99,92,6,2,95,93,5,2,97,91,8,1,96,,1220,313,26,01/01/2023,12/31/2023
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,99,1,0,99,93,5,2,96,93,7,0,97,91,8,1,96,,1210,257,21,01/01/2023,12/31/2023
45C0001345,GAB ENDOSCOPY CENTER LLC,621 CAMDEN STREET SUITE 102,SAN ANTONIO,TX,78215,,(210) 253-3430,96,4,0,98,89,9,2,93,87,11,2,95,84,14,2,94,,1721,364,21,01/01/2023,12/31/2023
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,96,3,1,98,91,7,2,95,90,10,0,96,86,14,0,95,,1132,222,20,01/01/2023,12/31/2023
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,96,3,1,98,85,11,4,90,85,12,3,93,87,10,3,94,,1106,214,19,01/01/2023,12/31/2023
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,96,4,0,98,91,8,1,95,89,9,2,95,86,11,3,94,,1301,300,23,01/01/2023,12/31/2023
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,95,4,1,97,88,10,2,93,82,14,4,93,78,16,6,90,,2340,295,13,01/01/2023,12/31/2023
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,98,2,0,99,94,5,1,96,89,9,2,95,88,10,2,95,,1571,312,20,01/01/2023,12/31/2023
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,96,3,1,98,91,6,3,94,88,9,3,94,84,14,2,94,,1459,251,17,01/01/2023,12/31/2023
45C0001370,MEMORIAL HERMANN TEXAS INTERNATIONAL ENDOSCOPY CENTER DBA TEXAS INTERNATIONAL ENDOSCOPY CENTER,6620 MAIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 520-8432,98,2,0,99,92,6,2,95,87,11,2,95,86,12,2,94,,1366,257,19,01/01/2023,12/31/2023
45C0001374,EL PASO DAY SURGERY LLC,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,97,3,0,99,88,10,2,93,88,10,2,95,84,15,1,94,,1313,327,25,01/01/2023,12/31/2023
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,98,2,0,99,93,5,2,96,92,7,1,96,89,9,2,95,,1370,249,18,01/01/2023,12/31/2023
45C0001391,TEXAS ENDOSCOPY CENTERS LLC,8080 INDEPENDENCE PARKWAY SUITE 160,PLANO,TX,75025,,(972) 908-3010,97,3,0,99,91,7,2,94,90,8,2,96,87,12,1,95,,1850,378,20,01/01/2023,12/31/2023
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,98,2,0,99,93,5,2,96,92,6,2,97,91,7,2,96,,1343,280,21,01/01/2023,12/31/2023
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,97,2,1,98,89,8,3,93,84,12,4,94,81,14,5,91,,2132,360,17,01/01/2023,12/31/2023
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,99,1,0,99,92,7,1,96,93,6,1,97,92,7,1,97,,1064,177,17,01/01/2023,12/31/2023
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,98,2,0,99,92,6,2,95,90,9,1,96,89,10,1,96,,1938,355,18,01/01/2023,12/31/2023
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,95,4,1,97,90,7,3,93,82,14,4,93,84,14,2,94,,2510,335,13,01/01/2023,12/31/2023
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98,2,0,99,93,6,1,96,95,4,1,97,93,6,1,97,,916,214,23,01/01/2023,12/31/2023
45C0001432,ADC ENDOSCOPY SPECIALISTS,1 CARE CIR,AMARILLO,TX,79124,,(806) 353-1769,,,,,,,,,,,,,,,,,4,,,,,
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,98,2,0,99,91,7,2,95,87,10,3,94,85,12,3,94,,1130,266,24,01/01/2023,12/31/2023
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,94,5,1,96,89,9,2,94,85,11,4,93,82,15,3,92,,1424,198,14,01/01/2023,12/31/2023
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,95,4,1,97,90,8,2,94,85,12,3,93,79,17,4,91,,1731,261,15,01/01/2023,12/31/2023
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,96,3,1,98,91,7,2,94,90,7,3,95,86,11,3,93,,1968,293,15,01/01/2023,12/31/2023
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,97,3,0,98,93,6,1,96,92,6,2,96,88,10,2,95,,1605,249,16,01/01/2023,12/31/2023
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,98,2,0,99,93,6,1,96,88,8,4,94,84,13,3,93,,982,193,20,01/01/2023,12/31/2023
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,98,2,0,99,93,6,1,96,90,9,1,95,86,12,2,94,,1539,308,20,01/01/2023,12/31/2023
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,95,4,1,97,90,8,2,94,87,10,3,94,85,12,3,94,,2186,432,20,01/01/2023,12/31/2023
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98,2,0,99,94,5,1,97,94,5,1,97,93,6,1,97,,1195,405,34,01/01/2023,12/31/2023
45C0001477,GCSA AMBULATORY SURGERY CENTER LLC,855 PROTON RD.,SAN ANTONIO,TX,78258,,(210) 614-1234,97,3,0,98,92,7,1,96,89,8,3,95,87,11,2,95,,1533,351,23,01/01/2023,12/31/2023
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,98,2,0,99,88,10,2,93,88,9,3,95,84,14,2,94,,1370,310,23,01/01/2023,12/31/2023
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,98,2,0,99,94,4,2,96,92,7,1,96,89,10,1,96,,1141,177,16,01/01/2023,12/31/2023
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,97,2,1,98,91,8,1,95,88,10,2,94,84,14,2,94,,977,213,22,01/01/2023,12/31/2023
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,93,6,1,96,90,8,2,94,81,13,6,91,75,20,5,89,,1692,312,18,01/01/2023,12/31/2023
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,98,2,0,99,94,5,1,97,93,5,2,96,89,10,1,96,,1594,489,31,01/01/2023,12/31/2023
45C0001536,MEMORIAL HERMANN SURGERY CENTER KIRBY LLC,2459 SOUTH BRAESWOOD BLVD,HOUSTON,TX,77030,,(713) 529-8600,93,6,1,96,87,10,3,92,73,21,6,89,70,25,5,87,,1294,301,23,01/01/2023,12/31/2023
45C0001539,PARK TEN SURGERY CENTER,15775 PARK TEN PL,HOUSTON,TX,77084,,(281) 647-2309,,,,,,,,,,,,,,,,,4,,,,,
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,97,3,0,98,93,5,2,96,91,8,1,96,87,12,1,95,,1308,397,30,01/01/2023,12/31/2023
45C0001567,GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO STONE CREEK,12850 TOEPPERWEIN RD,LIVE OAK,TX,78233,,(210) 614-1234,97,3,0,99,94,5,1,96,91,6,3,96,91,7,2,96,,1739,391,22,01/01/2023,12/31/2023
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,98,2,0,99,91,7,2,95,93,6,1,97,91,8,1,96,,1266,283,22,01/01/2023,12/31/2023
45C0001582,BEAR CREEK SURGERY CENTER LLC,100 BOURLAND RD SUITE 110,KELLER,TX,76248,,(817) 518-9130,98,2,0,99,93,6,1,96,91,7,2,96,87,12,1,95,,1168,306,26,01/01/2023,12/31/2023
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,98,2,0,99,95,5,0,97,93,4,3,96,91,8,1,97,,841,176,21,01/01/2023,12/31/2023
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,97,3,0,99,93,6,1,96,92,7,1,96,91,8,1,97,,1569,320,20,01/01/2023,12/31/2023
45C0001638,METHODIST CRAIG RANCH SURGERY CENTER,6045 ALMA RD SUITE 100,MCKINNEY,TX,75070,,(469) 907-1650,98,2,0,99,89,8,3,93,91,7,2,95,86,11,3,94,,1562,225,14,01/01/2023,12/31/2023
45C0001640,TEXAS HEALTH HUGULEY SURGERY CENTER LLC,12001 SOUTH FREEWAY SUITE 101,BURLESON,TX,76028,,(817) 615-4400,,,,,,,,,,,,,,,,,4,,,,,
45C0001646,LONE STAR ENDOSCOPY CENTER SOUTHLAKE,515 SOUTH NOLEN DR,SOUTHLAKE,TX,76092,,(817) 912-1999,98,2,0,99,91,7,2,95,94,5,1,97,94,6,0,98,,1310,313,24,01/01/2023,12/31/2023
45C0001656,BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,4825 ALLIANCE BLVD SUTE 300,PLANO,TX,75093,,(469) 367-0700,96,3,1,98,89,9,2,93,88,9,3,94,87,10,3,94,,1322,292,22,01/01/2023,12/31/2023
45C0001657,BAYLOR SCOTT AND WHITE SPORTS SURGERY CENTER AT THE STAR,3800 GAYLORD PARKWAY SUITE 410,FRISCO,TX,75034,,(972) 668-5911,99,1,0,99,94,5,1,96,97,1,2,98,94,5,1,98,,1270,232,18,01/01/2023,12/31/2023
45C0001668,OAK POINT SURGICAL SUITES LLC,2201 K AVE SUITE B100,PLANO,TX,75074,,(469) 409-1091,,,,,,,,,,,,,,,,,4,,,,,
45C0001678,HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,112 HERFF RD SUITE 200,BOERNE,TX,78006,,(830) 331-7700,98,2,0,99,93,6,1,96,93,6,1,97,91,7,2,96,,1782,522,29,01/01/2023,12/31/2023
45C0001695,SURGCENTER OF GREATER DALLAS,11411 EAST NORTHWEST HWY SUITE 220,DALLAS,TX,75218,,(469) 214-4344,98,1,1,99,92,7,1,95,83,14,3,93,80,17,3,92,,767,142,19,01/01/2023,12/31/2023
45C0001730,BAYLOR SCOTT AND WHITE SURGICARE WAXAHACHIE LLC,1434 WEST US HIGHWAY 287 BYPASS SUITE 100,WAXAHACHIE,TX,75165,,(469) 940-4030,,,,,,,,,,,,,,,,,4,,,,,
45C0451241,SHERMAN ENDOSCOPY CENTER LLC,1615 NORTH HIGHWAY 75,SHERMAN,TX,75090,,(903) 437-6260,,,,,,,,,,,,,,,,,4,,,,,
46C0001003,AVENUES SURGICAL CENTER,359 EAST 8TH AVE,SALT LAKE CITY,UT,84103,,(801) 792-2815,94,5,1,97,91,7,2,95,87,11,2,94,85,12,3,93,,969,285,29,01/01/2023,12/31/2023
46C0001004,MCKAY DEE SURGICAL CENTER LLC,"3903 HARRISON BLVD., STE. 100",OGDEN,UT,84403,,(801) 387-3600,98,2,0,99,95,4,1,97,91,8,1,96,89,10,1,96,2,1747,456,26,01/01/2023,12/31/2023
49C0001009,CENTRAL VIRGINIA SURGI-CENTER LP DBA SURGI-CENTER OF CENTRAL VIRGINIA,1500 DIXON ST SUITE 101,FREDERICKSBURG,VA,22401,,(540) 371-5349,98,2,0,99,92,6,2,95,91,8,1,95,87,12,1,95,,1194,394,33,01/01/2023,12/31/2023
49C0001012,VIRGINIA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DR,VIRGINIA BEACH,VA,23454,,(757) 496-6400,98,2,0,99,91,7,2,95,89,8,3,94,87,12,1,95,2,769,223,29,01/01/2023,12/31/2023
49C0001017,KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STAT,8008 WESTPARK DR,MC LEAN,VA,22102,,(703) 490-8400,97,3,0,98,93,6,1,96,88,10,2,95,85,12,3,93,,2577,861,33,01/01/2023,12/31/2023
49C0001029,MONTICELLO COMMUNITY SURGERY CENTER LLC,"2331 SEMINOLE LANE, STE. 201",CHARLOTTESVILLE,VA,22901,,(434) 971-3422,,,,,,,,,,,,,,,,,4,,,,,
49C0001034,MARY IMMACULATE AMBULATORY SURGERY CENTER LLC,12720 MCMANUS BLVD SUITE 103,NEWPORT NEWS,VA,23602,,(757) 369-7000,97,3,0,98,95,4,1,97,88,12,0,95,85,14,1,94,,907,215,24,01/01/2023,12/31/2023
49C0001039,PRINCE WILLIAM AMBULATORY SURGERY CENTER,8644 SUDLEY RD,MANASSAS,VA,20110,,(703) 369-8525,99,1,0,99,93,6,1,96,89,10,1,95,86,14,0,95,,1245,415,33,01/01/2023,12/31/2023
49C0001044,ST. MARY'S AMBULATORY SURGERY CENTER,1501 MAPLE AVE SUITE 300,RICHMOND,VA,23226,,(804) 287-7881,99,1,0,99,93,6,1,96,95,4,1,97,92,7,1,97,,1044,285,27,01/01/2023,12/31/2023
49C0001047,BON SECOURS SURGERY CENTER AT VIRGINIA BEACH LLC,828 HEALTHY WAY SUITE 115,VIRGINIA BEACH,VA,23462,,(757) 495-8070,98,2,0,99,92,7,1,96,92,7,1,96,90,9,1,96,,976,297,30,01/01/2023,12/31/2023
49C0001049,BON SECOURS SURGERY CENTER AT HARBOUR VIEW LLC DBA BON SECOURS SURGERY CENTER AT HARBOUR VIEW,5818 HARBOUR VIEW BLVD SUITE 102D,SUFFOLK,VA,23435,,(757) 215-0499,98,2,0,99,92,7,1,95,89,9,2,95,88,11,1,95,,678,230,34,01/01/2023,12/31/2023
49C0001060,INOVA AMBULATORY SURGERY CENTER AT LORTON LLC,"9321 SANGER ST, SUITE 200",LORTON,VA,22079,,(703) 672-2631,98,2,0,99,93,6,1,96,92,7,1,96,92,7,1,97,,540,165,31,01/01/2023,12/31/2023
49C0001062,NOVANT HEALTH HAYMARKET AMBULATORY SURGICAL CENTER,15225 HEATHCOTE BLVD,HAYMARKET,VA,20169,,(336) 277-8770,98,2,0,99,92,6,2,95,91,7,2,96,89,9,2,96,,1186,447,38,01/01/2023,12/31/2023
