"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.705,,01/01/2023,12/31/2023
WA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.713,,01/01/2023,12/31/2023
WA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.882,,01/01/2023,12/31/2023
WA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.794,,01/01/2023,12/31/2023
WA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.896,,01/01/2023,12/31/2023
WA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.196,,01/01/2023,12/31/2023
WA,HAI_3_SIR,SSI - Colon Surgery,1.038,,01/01/2023,12/31/2023
WA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.924,,01/01/2023,12/31/2023
WA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.721,,01/01/2023,12/31/2023
WA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.276,,01/01/2023,12/31/2023
WA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.510,,01/01/2023,12/31/2023
WA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.734,,01/01/2023,12/31/2023
WA,HAI_5_SIR,MRSA Bacteremia,0.614,,01/01/2023,12/31/2023
WA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.516,,01/01/2023,12/31/2023
WA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.594,,01/01/2023,12/31/2023
WA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.554,,01/01/2023,12/31/2023
WI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.572,,01/01/2023,12/31/2023
WI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.756,,01/01/2023,12/31/2023
WI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.659,,01/01/2023,12/31/2023
WI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.454,,01/01/2023,12/31/2023
WI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.606,,01/01/2023,12/31/2023
WI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.526,,01/01/2023,12/31/2023
WI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.838,,01/01/2023,12/31/2023
WI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.131,,01/01/2023,12/31/2023
WI,HAI_3_SIR,SSI - Colon Surgery,0.977,,01/01/2023,12/31/2023
WI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.043,,01/01/2023,12/31/2023
WI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.874,,01/01/2023,12/31/2023
WI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.413,,01/01/2023,12/31/2023
WI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.345,,01/01/2023,12/31/2023
WI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.564,,01/01/2023,12/31/2023
WI,HAI_5_SIR,MRSA Bacteremia,0.444,,01/01/2023,12/31/2023
WI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.502,,01/01/2023,12/31/2023
WI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.584,,01/01/2023,12/31/2023
WI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.542,,01/01/2023,12/31/2023
WV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.863,,01/01/2023,12/31/2023
WV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.182,,01/01/2023,12/31/2023
WV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.013,,01/01/2023,12/31/2023
WV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.636,,01/01/2023,12/31/2023
WV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.872,,01/01/2023,12/31/2023
WV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.747,,01/01/2023,12/31/2023
WV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.776,,01/01/2023,12/31/2023
WV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.274,,01/01/2023,12/31/2023
WV,HAI_3_SIR,SSI - Colon Surgery,1.002,,01/01/2023,12/31/2023
WV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.945,,01/01/2023,12/31/2023
WV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.150,,01/01/2023,12/31/2023
WV,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.456,,01/01/2023,12/31/2023
WV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.783,,01/01/2023,12/31/2023
WV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.184,,01/01/2023,12/31/2023
WV,HAI_5_SIR,MRSA Bacteremia,0.968,,01/01/2023,12/31/2023
WV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.547,,01/01/2023,12/31/2023
WV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.670,,01/01/2023,12/31/2023
WV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.606,,01/01/2023,12/31/2023
WY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.240,,01/01/2023,12/31/2023
WY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.234,,01/01/2023,12/31/2023
WY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.593,,01/01/2023,12/31/2023
WY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.582,,01/01/2023,12/31/2023
WY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.475,,01/01/2023,12/31/2023
WY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.952,,01/01/2023,12/31/2023
WY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.347,,01/01/2023,12/31/2023
WY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.570,,01/01/2023,12/31/2023
WY,HAI_3_SIR,SSI - Colon Surgery,0.793,,01/01/2023,12/31/2023
WY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.025,,01/01/2023,12/31/2023
WY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.418,,01/01/2023,12/31/2023
WY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.490,,01/01/2023,12/31/2023
WY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.057,,01/01/2023,12/31/2023
WY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.130,,01/01/2023,12/31/2023
WY,HAI_5_SIR,MRSA Bacteremia,0.342,,01/01/2023,12/31/2023
WY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.413,,01/01/2023,12/31/2023
WY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.769,,01/01/2023,12/31/2023
WY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.570,,01/01/2023,12/31/2023
